year,month,vote_average,comedy
1969,12,6.191176470588235,0.3235294117647059
1970,1,6.033333333333335,0.25
1970,2,5.534782608695653,0.13043478260869565
1970,3,6.642105263157895,0.15789473684210525
1970,4,6.481249999999998,0.4375
1970,5,6.457142857142857,0.38095238095238093
1970,6,5.826086956521739,0.30434782608695654
1970,7,5.346666666666667,0.13333333333333333
1970,8,4.55,0.34615384615384615
1970,9,5.599999999999999,0.26666666666666666
1970,10,5.643902439024391,0.17073170731707318
1970,11,4.917241379310345,0.2413793103448276
1970,12,6.300000000000001,0.3333333333333333
1971,1,5.966666666666667,0.21568627450980393
1971,2,5.952380952380952,0.23809523809523808
1971,3,5.2375,0.20833333333333334
1971,4,5.575000000000002,0.34375
1971,5,5.699999999999999,0.2727272727272727
1971,6,5.546153846153846,0.3076923076923077
1971,7,6.4818181818181815,0.0
1971,8,5.163157894736841,0.13157894736842105
1971,9,5.47037037037037,0.25925925925925924
1971,10,5.730769230769232,0.2564102564102564
1971,11,6.304347826086958,0.17391304347826086
1971,12,5.519354838709678,0.5161290322580645
1972,1,5.044,0.32
1972,2,5.7043478260869565,0.17391304347826086
1972,3,5.974193548387095,0.2903225806451613
1972,4,5.319999999999999,0.2
1972,5,5.67,0.13333333333333333
1972,6,4.896969696969697,0.24242424242424243
1972,7,6.3357142857142845,0.39285714285714285
1972,8,6.145833333333333,0.20833333333333334
1972,9,6.485714285714287,0.25
1972,10,6.1923076923076925,0.19230769230769232
1972,11,5.413636363636364,0.18181818181818182
1972,12,6.3374999999999995,0.3333333333333333
1973,1,5.6359375,0.125
1973,2,6.109523809523809,0.19047619047619047
1973,3,5.5718749999999995,0.4375
1973,4,5.900000000000001,0.14814814814814814
1973,5,5.725806451612904,0.2903225806451613
1973,6,5.953846153846154,0.15384615384615385
1973,7,5.654545454545455,0.09090909090909091
1973,8,5.2375,0.25
1973,9,5.6,0.21052631578947367
1973,10,6.2875000000000005,0.16666666666666666
1973,11,5.751724137931035,0.20689655172413793
1973,12,6.491428571428573,0.22857142857142856
1974,1,5.8047619047619055,0.16666666666666666
1974,2,5.89090909090909,0.13636363636363635
1974,3,5.4875,0.16666666666666666
1974,4,5.39,0.16666666666666666
1974,5,4.9766666666666675,0.23333333333333334
1974,6,5.877272727272726,0.18181818181818182
1974,7,5.59047619047619,0.23809523809523808
1974,8,5.504545454545454,0.36363636363636365
1974,9,5.915384615384617,0.3076923076923077
1974,10,5.239393939393938,0.18181818181818182
1974,11,6.132,0.2
1974,12,6.291666666666668,0.3055555555555556
1975,1,4.987234042553192,0.2553191489361702
1975,2,4.5608695652173905,0.30434782608695654
1975,3,5.793333333333333,0.3333333333333333
1975,4,5.372222222222222,0.2777777777777778
1975,5,5.292857142857143,0.21428571428571427
1975,6,6.157692307692306,0.2692307692307692
1975,7,6.2749999999999995,0.125
1975,8,5.812,0.24
1975,9,5.9190476190476184,0.14285714285714285
1975,10,5.209090909090909,0.36363636363636365
1975,11,6.165000000000001,0.3
1975,12,4.845454545454546,0.36363636363636365
1976,1,4.7129032258064525,0.3548387096774194
1976,2,5.788235294117648,0.35294117647058826
1976,3,5.744827586206896,0.1724137931034483
1976,4,6.482142857142857,0.2857142857142857
1976,5,5.230769230769232,0.07692307692307693
1976,6,5.713043478260871,0.34782608695652173
1976,7,5.227272727272727,0.2727272727272727
1976,8,6.2562500000000005,0.25
1976,9,6.229166666666667,0.25
1976,10,5.932258064516129,0.3225806451612903
1976,11,6.286206896551724,0.06896551724137931
1976,12,5.432432432432434,0.35135135135135137
1977,1,5.9363636363636365,0.3409090909090909
1977,2,5.488235294117646,0.23529411764705882
1977,3,6.20909090909091,0.3181818181818182
1977,4,5.777272727272727,0.18181818181818182
1977,5,5.953333333333333,0.13333333333333333
1977,6,6.017142857142859,0.2
1977,7,5.958333333333332,0.125
1977,8,6.300000000000001,0.2727272727272727
1977,9,4.664285714285714,0.25
1977,10,5.8062499999999995,0.25
1977,11,5.518181818181818,0.3181818181818182
1977,12,5.890625000000001,0.3125
1978,1,5.66,0.23333333333333334
1978,2,5.0875,0.20833333333333334
1978,3,6.192857142857143,0.32142857142857145
1978,4,6.069565217391306,0.34782608695652173
1978,5,5.857692307692307,0.23076923076923078
1978,6,5.625,0.375
1978,7,5.7043478260869565,0.4782608695652174
1978,8,5.43125,0.1875
1978,9,5.671428571428572,0.14285714285714285
1978,10,5.847058823529411,0.29411764705882354
1978,11,5.48695652173913,0.2608695652173913
1978,12,4.644827586206896,0.27586206896551724
1979,1,5.132499999999999,0.2
1979,2,5.76875,0.25
1979,3,4.9750000000000005,0.20833333333333334
1979,4,5.606896551724139,0.3448275862068966
1979,5,5.8500000000000005,0.19230769230769232
1979,6,5.314285714285716,0.4642857142857143
1979,7,5.8999999999999995,0.21428571428571427
1979,8,5.7250000000000005,0.5357142857142857
1979,9,5.827777777777779,0.3333333333333333
1979,10,6.046666666666667,0.3333333333333333
1979,11,5.555555555555555,0.2222222222222222
1979,12,5.644444444444446,0.3333333333333333
1980,1,5.934375000000001,0.25
1980,2,5.349999999999999,0.3333333333333333
1980,3,5.870000000000001,0.36666666666666664
1980,4,6.042857142857143,0.21428571428571427
1980,5,5.574999999999999,0.25
1980,6,5.667999999999999,0.52
1980,7,6.081818181818182,0.3181818181818182
1980,8,4.75909090909091,0.2727272727272727
1980,9,5.993023255813955,0.3488372093023256
1980,10,6.175862068965518,0.3103448275862069
1980,11,5.458064516129032,0.1935483870967742
1980,12,5.596875,0.4375
1981,1,5.0600000000000005,0.23636363636363636
1981,2,5.694117647058823,0.47058823529411764
1981,3,6.161538461538462,0.2692307692307692
1981,4,6.111538461538462,0.3076923076923077
1981,5,5.915384615384617,0.2692307692307692
1981,6,6.055,0.25
1981,7,5.883333333333333,0.375
1981,8,5.928,0.28
1981,9,5.675,0.34375
1981,10,5.784615384615386,0.3076923076923077
1981,11,5.777777777777777,0.2777777777777778
1981,12,5.896969696969696,0.36363636363636365
1982,1,5.837254901960784,0.47058823529411764
1982,2,6.447368421052633,0.10526315789473684
1982,3,5.612,0.36
1982,4,5.6000000000000005,0.39285714285714285
1982,5,5.854166666666667,0.25
1982,6,6.403571428571428,0.39285714285714285
1982,7,5.7727272727272725,0.36363636363636365
1982,8,5.786363636363638,0.4090909090909091
1982,9,5.3599999999999985,0.24
1982,10,5.572222222222223,0.3055555555555556
1982,11,5.506896551724139,0.3793103448275862
1982,12,5.917647058823531,0.4411764705882353
1983,1,6.020454545454545,0.3409090909090909
1983,2,6.080769230769231,0.38461538461538464
1983,3,5.841935483870969,0.3548387096774194
1983,4,5.827272727272727,0.36363636363636365
1983,5,6.091666666666666,0.25
1983,6,5.452173913043479,0.4782608695652174
1983,7,5.576190476190477,0.42857142857142855
1983,8,5.509375,0.375
1983,9,5.839130434782609,0.21739130434782608
1983,10,6.339999999999999,0.23333333333333334
1983,11,5.213043478260869,0.30434782608695654
1983,12,5.938235294117647,0.35294117647058826
1984,1,5.397297297297299,0.35135135135135137
1984,2,5.822222222222224,0.4074074074074074
1984,3,5.408695652173912,0.43478260869565216
1984,4,5.881818181818182,0.2727272727272727
1984,5,6.072,0.32
1984,6,5.575862068965518,0.41379310344827586
1984,7,5.259090909090909,0.36363636363636365
1984,8,5.3515151515151524,0.30303030303030304
1984,9,6.172727272727273,0.18181818181818182
1984,10,5.929411764705883,0.4117647058823529
1984,11,5.678787878787878,0.45454545454545453
1984,12,6.196774193548387,0.2903225806451613
1985,1,5.872340425531915,0.23404255319148937
1985,2,6.404347826086957,0.5217391304347826
1985,3,5.513333333333334,0.4666666666666667
1985,4,5.574999999999999,0.35
1985,5,5.84074074074074,0.4444444444444444
1985,6,6.175000000000001,0.375
1985,7,5.945454545454546,0.5
1985,8,5.714285714285716,0.5
1985,9,5.466666666666668,0.48148148148148145
1985,10,5.674285714285714,0.4
1985,11,5.377777777777777,0.3055555555555556
1985,12,6.483870967741937,0.3548387096774194
1986,1,5.545454545454546,0.4
1986,2,5.828571428571429,0.38095238095238093
1986,3,5.886666666666667,0.3
1986,4,5.3,0.3181818181818182
1986,5,5.321212121212121,0.30303030303030304
1986,6,5.523076923076923,0.3076923076923077
1986,7,5.683333333333334,0.5
1986,8,5.8625,0.325
1986,9,6.003846153846154,0.2692307692307692
1986,10,5.632000000000001,0.44
1986,11,5.196774193548387,0.25806451612903225
1986,12,4.8764705882352954,0.35294117647058826
1987,1,5.092537313432836,0.26865671641791045
1987,2,5.251612903225806,0.3548387096774194
1987,3,5.333333333333333,0.48148148148148145
1987,4,5.3625,0.5
1987,5,5.7029411764705875,0.35294117647058826
1987,6,5.925925925925927,0.4074074074074074
1987,7,5.589285714285715,0.42857142857142855
1987,8,5.85135135135135,0.40540540540540543
1987,9,5.7846153846153845,0.28205128205128205
1987,10,5.655,0.275
1987,11,5.415000000000001,0.4
1987,12,6.075675675675675,0.32432432432432434
1988,1,5.365671641791046,0.31343283582089554
1988,2,5.586666666666667,0.43333333333333335
1988,3,5.446428571428571,0.4642857142857143
1988,4,5.98125,0.34375
1988,5,5.35263157894737,0.23684210526315788
1988,6,5.999999999999999,0.4642857142857143
1988,7,5.5137931034482754,0.4482758620689655
1988,8,6.0612903225806445,0.3225806451612903
1988,9,5.891666666666668,0.375
1988,10,5.822222222222222,0.25
1988,11,5.935714285714284,0.17857142857142858
1988,12,5.517021276595746,0.3617021276595745
1989,1,5.558571428571429,0.24285714285714285
1989,2,5.620000000000001,0.6
1989,3,5.503571428571428,0.35714285714285715
1989,4,5.3052631578947365,0.5
1989,5,5.830303030303031,0.36363636363636365
1989,6,5.9,0.3181818181818182
1989,7,6.095454545454547,0.5454545454545454
1989,8,5.715999999999999,0.4
1989,9,5.738888888888889,0.3055555555555556
1989,10,5.814634146341464,0.3902439024390244
1989,11,5.483870967741937,0.3225806451612903
1989,12,6.194285714285714,0.45714285714285713
1990,1,5.217857142857143,0.26785714285714285
1990,2,5.113888888888889,0.4166666666666667
1990,3,5.836363636363637,0.48484848484848486
1990,4,5.465217391304348,0.4782608695652174
1990,5,5.6499999999999995,0.40625
1990,6,5.814285714285715,0.5238095238095238
1990,7,5.5,0.45
1990,8,5.622222222222223,0.3055555555555556
1990,9,5.987234042553191,0.3191489361702128
1990,10,5.547058823529411,0.17647058823529413
1990,11,5.984375000000001,0.1875
1990,12,5.6322580645161295,0.3870967741935484
1991,1,4.711320754716982,0.3584905660377358
1991,2,5.654166666666668,0.5
1991,3,5.721875000000001,0.375
1991,4,5.800000000000001,0.4444444444444444
1991,5,5.7738095238095255,0.2619047619047619
1991,6,5.864999999999999,0.35
1991,7,5.706666666666667,0.43333333333333335
1991,8,5.65,0.36666666666666664
1991,9,5.60888888888889,0.28888888888888886
1991,10,6.060526315789474,0.4473684210526316
1991,11,5.678378378378378,0.35135135135135137
1991,12,5.676470588235294,0.4117647058823529
1992,1,4.491803278688525,0.3442622950819672
1992,2,5.773913043478261,0.391304347826087
1992,3,5.596969696969697,0.42424242424242425
1992,4,5.534285714285716,0.37142857142857144
1992,5,5.9264705882352935,0.35294117647058826
1992,6,5.722222222222222,0.2777777777777778
1992,7,5.7370370370370365,0.6296296296296297
1992,8,5.675,0.34375
1992,9,6.308620689655172,0.3793103448275862
1992,10,5.846153846153846,0.41025641025641024
1992,11,5.836363636363637,0.2727272727272727
1992,12,6.047619047619048,0.35714285714285715
1993,1,5.6754385964912295,0.3333333333333333
1993,2,5.51851851851852,0.37037037037037035
1993,3,5.8374999999999995,0.375
1993,4,5.565000000000001,0.35
1993,5,6.022222222222222,0.25
1993,6,5.7703703703703715,0.3333333333333333
1993,7,5.688000000000001,0.4
1993,8,5.491428571428571,0.3142857142857143
1993,9,5.606250000000003,0.328125
1993,10,5.483720930232559,0.37209302325581395
1993,11,5.205405405405407,0.24324324324324326
1993,12,6.293023255813953,0.3953488372093023
1994,1,5.333802816901409,0.30985915492957744
1994,2,5.980555555555556,0.3333333333333333
1994,3,5.494444444444444,0.5833333333333334
1994,4,4.959999999999999,0.45714285714285713
1994,5,5.717499999999999,0.45
1994,6,5.6241379310344835,0.3103448275862069
1994,7,5.725,0.3333333333333333
1994,8,5.200000000000001,0.5
1994,9,6.153333333333333,0.3
1994,10,5.638095238095238,0.40476190476190477
1994,11,5.715384615384615,0.2564102564102564
1994,12,5.768085106382978,0.3617021276595745
1995,1,5.620289855072464,0.2898550724637681
1995,2,5.585714285714287,0.35714285714285715
1995,3,6.213513513513515,0.24324324324324326
1995,4,5.7883720930232565,0.27906976744186046
1995,5,5.594117647058825,0.35294117647058826
1995,6,5.8,0.4
1995,7,5.904000000000001,0.32
1995,8,5.651162790697675,0.37209302325581395
1995,9,5.706493506493506,0.3246753246753247
1995,10,6.023529411764705,0.3137254901960784
1995,11,5.402380952380951,0.2619047619047619
1995,12,6.119999999999999,0.28
1996,1,5.2514705882352954,0.29411764705882354
1996,2,5.756097560975611,0.43902439024390244
1996,3,5.576744186046513,0.4418604651162791
1996,4,5.4,0.3684210526315789
1996,5,5.940816326530613,0.2857142857142857
1996,6,5.820512820512819,0.38461538461538464
1996,7,5.726086956521739,0.4782608695652174
1996,8,5.560784313725491,0.43137254901960786
1996,9,5.6078125000000005,0.25
1996,10,5.2196969696969715,0.3939393939393939
1996,11,5.290909090909092,0.4
1996,12,5.389285714285715,0.39285714285714285
1997,1,5.134782608695652,0.3804347826086957
1997,2,5.308571428571428,0.3142857142857143
1997,3,5.347727272727272,0.38636363636363635
1997,4,5.873809523809525,0.3333333333333333
1997,5,5.538775510204081,0.30612244897959184
1997,6,6.051612903225808,0.1935483870967742
1997,7,5.628205128205129,0.38461538461538464
1997,8,5.908928571428574,0.375
1997,9,5.81060606060606,0.3181818181818182
1997,10,5.627118644067797,0.3050847457627119
1997,11,5.863043478260872,0.30434782608695654
1997,12,5.762745098039216,0.37254901960784315
1998,1,5.098148148148147,0.24074074074074073
1998,2,6.043750000000002,0.46875
1998,3,5.580000000000001,0.3111111111111111
1998,4,5.49,0.46
1998,5,5.684313725490196,0.45098039215686275
1998,6,5.841666666666668,0.4722222222222222
1998,7,5.8,0.34210526315789475
1998,8,5.36851851851852,0.3148148148148148
1998,9,6.12528735632184,0.2988505747126437
1998,10,5.984126984126985,0.3492063492063492
1998,11,5.562264150943395,0.37735849056603776
1998,12,5.862264150943397,0.22641509433962265
1999,1,4.925,0.3229166666666667
1999,2,5.928571428571429,0.38095238095238093
1999,3,5.706382978723404,0.3404255319148936
1999,4,5.951063829787234,0.425531914893617
1999,5,5.497560975609756,0.1951219512195122
1999,6,5.677142857142857,0.45714285714285713
1999,7,5.595121951219513,0.36585365853658536
1999,8,6.159183673469389,0.40816326530612246
1999,9,6.02875,0.4
1999,10,5.525974025974028,0.33766233766233766
1999,11,5.910714285714289,0.2857142857142857
1999,12,5.686666666666667,0.36666666666666664
2000,1,5.410784313725491,0.30392156862745096
2000,2,5.3826086956521735,0.3695652173913043
2000,3,5.466101694915253,0.4745762711864407
2000,4,5.549019607843136,0.4117647058823529
2000,5,6.054098360655738,0.26229508196721313
2000,6,5.226530612244899,0.40816326530612246
2000,7,5.578378378378377,0.40540540540540543
2000,8,5.632142857142857,0.4107142857142857
2000,9,5.920430107526882,0.26881720430107525
2000,10,5.531506849315068,0.273972602739726
2000,11,5.525641025641025,0.38461538461538464
2000,12,5.535000000000001,0.48333333333333334
2001,1,5.345578231292516,0.2789115646258503
2001,2,5.8025,0.275
2001,3,5.701612903225806,0.41935483870967744
2001,4,5.200000000000001,0.40384615384615385
2001,5,6.04054054054054,0.21621621621621623
2001,6,5.249999999999999,0.34
2001,7,6.048648648648649,0.3783783783783784
2001,8,5.833846153846156,0.36923076923076925
2001,9,6.039795918367348,0.30612244897959184
2001,10,5.630120481927712,0.3614457831325301
2001,11,5.783333333333334,0.4090909090909091
2001,12,5.9709677419354845,0.3387096774193548
2002,1,5.577922077922077,0.33116883116883117
2002,2,5.664,0.28
2002,3,5.5359375,0.359375
2002,4,5.41875,0.2916666666666667
2002,5,5.835294117647058,0.2647058823529412
2002,6,5.161290322580644,0.4032258064516129
2002,7,5.60888888888889,0.4444444444444444
2002,8,5.370588235294117,0.3333333333333333
2002,9,5.924444444444446,0.25555555555555554
2002,10,5.717777777777777,0.3111111111111111
2002,11,5.81818181818182,0.21212121212121213
2002,12,5.953125000000002,0.359375
2003,1,5.627559055118111,0.3228346456692913
2003,2,5.622000000000001,0.28
2003,3,5.386440677966102,0.4067796610169492
2003,4,5.659375,0.46875
2003,5,5.843835616438358,0.2465753424657534
2003,6,5.620754716981133,0.37735849056603776
2003,7,5.014285714285715,0.40476190476190477
2003,8,5.786666666666667,0.38666666666666666
2003,9,5.914583333333332,0.3854166666666667
2003,10,5.932467532467532,0.36363636363636365
2003,11,5.834545454545455,0.34545454545454546
2003,12,5.68166666666667,0.3333333333333333
2004,1,5.625949367088608,0.4050632911392405
2004,2,5.728125000000001,0.328125
2004,3,5.727692307692308,0.26153846153846155
2004,4,5.731343283582089,0.31343283582089554
2004,5,5.792307692307691,0.24358974358974358
2004,6,5.542857142857143,0.375
2004,7,5.7860000000000005,0.34
2004,8,5.67741935483871,0.3709677419354839
2004,9,5.929661016949153,0.3305084745762712
2004,10,5.809411764705882,0.23529411764705882
2004,11,5.621621621621623,0.2972972972972973
2004,12,5.8999999999999995,0.34328358208955223
2005,1,5.567630057803467,0.2774566473988439
2005,2,5.758928571428572,0.4107142857142857
2005,3,5.523749999999998,0.4125
2005,4,5.243037974683545,0.3291139240506329
2005,5,5.920930232558141,0.2558139534883721
2005,6,5.307792207792206,0.37662337662337664
2005,7,5.515384615384615,0.27692307692307694
2005,8,5.693939393939394,0.30303030303030304
2005,9,5.996350364963503,0.23357664233576642
2005,10,5.727586206896553,0.4367816091954023
2005,11,5.854216867469881,0.30120481927710846
2005,12,5.835999999999999,0.44
2006,1,5.483229813664596,0.2981366459627329
2006,2,5.6890624999999995,0.265625
2006,3,5.602830188679244,0.33962264150943394
2006,4,5.793406593406594,0.3956043956043956
2006,5,5.983783783783784,0.25675675675675674
2006,6,5.472277227722773,0.37623762376237624
2006,7,5.691935483870969,0.25806451612903225
2006,8,5.717045454545457,0.26136363636363635
2006,9,6.051298701298697,0.3116883116883117
2006,10,5.618181818181817,0.2727272727272727
2006,11,5.4478723404255325,0.2872340425531915
2006,12,5.714444444444445,0.36666666666666664
2007,1,5.49109947643979,0.3298429319371728
2007,2,5.724137931034485,0.20689655172413793
2007,3,5.747191011235956,0.4044943820224719
2007,4,5.211235955056178,0.3146067415730337
2007,5,5.667021276595744,0.2553191489361702
2007,6,5.653846153846154,0.32967032967032966
2007,7,5.858208955223882,0.2835820895522388
2007,8,5.9255555555555555,0.3333333333333333
2007,9,5.896835443037971,0.24050632911392406
2007,10,5.425641025641026,0.24786324786324787
2007,11,5.838144329896907,0.26804123711340205
2007,12,6.00493827160494,0.37037037037037035
2008,1,5.488986784140964,0.2907488986784141
2008,2,5.489423076923076,0.33653846153846156
2008,3,5.200000000000001,0.27472527472527475
2008,4,5.270731707317072,0.3902439024390244
2008,5,5.788888888888888,0.16666666666666666
2008,6,5.45925925925926,0.24691358024691357
2008,7,5.756666666666667,0.25555555555555554
2008,8,5.610655737704919,0.28688524590163933
2008,9,5.883116883116882,0.2727272727272727
2008,10,5.670909090909088,0.26666666666666666
2008,11,5.8443396226415105,0.3867924528301887
2008,12,5.900000000000002,0.330188679245283
2009,1,5.430875576036862,0.2764976958525346
2009,2,5.690000000000001,0.375
2009,3,5.674545454545454,0.3
2009,4,5.494354838709677,0.25806451612903225
2009,5,5.768367346938774,0.29591836734693877
2009,6,5.378651685393257,0.3258426966292135
2009,7,5.635135135135134,0.4189189189189189
2009,8,5.764485981308411,0.3364485981308411
2009,9,5.74224598930481,0.31016042780748665
2009,10,5.567777777777776,0.2777777777777778
2009,11,5.693382352941176,0.33088235294117646
2009,12,5.685714285714284,0.25274725274725274
2010,1,5.501273885350313,0.3184713375796178
2010,2,5.550980392156862,0.3137254901960784
2010,3,5.8826086956521735,0.30434782608695654
2010,4,5.754,0.29
2010,5,5.701626016260163,0.2682926829268293
2010,6,6.077064220183488,0.28440366972477066
2010,7,5.65,0.425
2010,8,5.795098039215689,0.2647058823529412
2010,9,5.935882352941176,0.2647058823529412
2010,10,5.631770833333334,0.2864583333333333
2010,11,5.725000000000001,0.24107142857142858
2010,12,5.966336633663368,0.4158415841584158
2011,1,5.371724137931029,0.2206896551724138
2011,2,5.811428571428566,0.3523809523809524
2011,3,5.722307692307694,0.3384615384615385
2011,4,5.801470588235293,0.33088235294117646
2011,5,5.856666666666668,0.3333333333333333
2011,6,5.675490196078431,0.2549019607843137
2011,7,5.669696969696968,0.29292929292929293
2011,8,5.988775510204083,0.3673469387755102
2011,9,5.794117647058821,0.23949579831932774
2011,10,5.575842696629212,0.24719101123595505
2011,11,5.835151515151513,0.3393939393939394
2011,12,5.657657657657658,0.32432432432432434
2012,1,5.524242424242421,0.22727272727272727
2012,2,5.649999999999999,0.2708333333333333
2012,3,5.512499999999997,0.25
2012,4,5.670909090909092,0.3090909090909091
2012,5,5.704545454545453,0.23636363636363636
2012,6,5.550000000000001,0.2413793103448276
2012,7,5.551807228915662,0.2891566265060241
2012,8,5.755319148936172,0.3546099290780142
2012,9,5.918552036199096,0.20361990950226244
2012,10,5.626815642458098,0.29608938547486036
2012,11,5.732484076433121,0.3057324840764331
2012,12,5.650485436893205,0.36893203883495146
2013,1,5.591891891891892,0.2702702702702703
2013,2,5.606034482758618,0.25
2013,3,5.587417218543044,0.2781456953642384
2013,4,5.711612903225805,0.23870967741935484
2013,5,5.646551724137929,0.25862068965517243
2013,6,5.719354838709678,0.29838709677419356
2013,7,5.76806722689076,0.2773109243697479
2013,8,6.023188405797103,0.2971014492753623
2013,9,5.888839285714284,0.24553571428571427
2013,10,6.0057777777777765,0.2577777777777778
2013,11,6.145394736842105,0.24342105263157895
2013,12,5.993798449612398,0.29457364341085274
2014,1,5.766442953020134,0.31543624161073824
2014,2,5.611199999999999,0.32
2014,3,5.59254658385093,0.33540372670807456
2014,4,5.6724489795918345,0.3010204081632653
2014,5,5.911194029850746,0.2537313432835821
2014,6,5.666929133858268,0.28346456692913385
2014,7,5.68611111111111,0.25
2014,8,5.759036144578312,0.25903614457831325
2014,9,5.672033898305085,0.24152542372881355
2014,10,5.662393162393162,0.24786324786324787
2014,11,5.7145985401459845,0.29927007299270075
2014,12,5.709401709401709,0.39316239316239315
2015,1,5.781595092024538,0.2822085889570552
2015,2,5.608633093525177,0.35251798561151076
2015,3,5.6993548387096755,0.27741935483870966
2015,4,5.793975903614454,0.2710843373493976
2015,5,5.798507462686567,0.2537313432835821
2015,6,5.872602739726027,0.2602739726027397
2015,7,5.675206611570249,0.32231404958677684
2015,8,5.834838709677417,0.25806451612903225
2015,9,5.9609375,0.2604166666666667
2015,10,5.7077981651376115,0.25229357798165136
2015,11,6.0211538461538465,0.26282051282051283
2015,12,5.940540540540541,0.36036036036036034
2016,1,5.669064748201439,0.31654676258992803
2016,2,5.867199999999999,0.32
2016,3,5.956834532374098,0.33093525179856115
2016,4,5.909433962264151,0.29559748427672955
2016,5,5.728828828828828,0.2702702702702703
2016,6,5.914912280701752,0.34210526315789475
2016,7,5.65204081632653,0.3877551020408163
2016,8,5.487500000000002,0.21428571428571427
2016,9,6.205988023952095,0.2694610778443114
2016,10,6.067058823529409,0.32941176470588235
2016,11,5.997599999999999,0.304
2016,12,5.8010101010101005,0.32323232323232326
2017,1,5.897701149425289,0.3103448275862069
2017,2,6.03943661971831,0.38028169014084506
2017,3,6.0139784946236565,0.3548387096774194
2017,4,6.255844155844158,0.35064935064935066
2017,5,6.0369230769230775,0.3230769230769231
2017,6,6.0661538461538465,0.3230769230769231
2017,7,6.036363636363636,0.2727272727272727
2017,8,6.411111111111111,0.2222222222222222
2017,9,4.725,0.0
2017,10,0.0,0.0
2017,11,0.0,0.0
2017,12,0.0,0.75
2018,3,0.0,1.0
2018,4,0.0,0.0
2018,11,0.0,0.0
2018,12,0.0,1.0
2020,12,0.0,0.0
