year,month,vote_average,horror
1972,7,6.3357142857142845,0.10714285714285714
1972,8,6.145833333333333,0.25
1972,9,6.485714285714287,0.2857142857142857
1972,10,6.1923076923076925,0.11538461538461539
1972,11,5.413636363636364,0.3181818181818182
1972,12,6.3374999999999995,0.08333333333333333
1973,1,5.6359375,0.328125
1973,2,6.109523809523809,0.19047619047619047
1973,3,5.5718749999999995,0.1875
1973,4,5.900000000000001,0.2222222222222222
1973,5,5.725806451612904,0.1935483870967742
1973,6,5.953846153846154,0.15384615384615385
1973,7,5.654545454545455,0.09090909090909091
1973,8,5.2375,0.041666666666666664
1973,9,5.6,0.15789473684210525
1973,10,6.2875000000000005,0.16666666666666666
1973,11,5.751724137931035,0.20689655172413793
1973,12,6.491428571428573,0.14285714285714285
1974,1,5.8047619047619055,0.09523809523809523
1974,2,5.89090909090909,0.3181818181818182
1974,3,5.4875,0.16666666666666666
1974,4,5.39,0.13333333333333333
1974,5,4.9766666666666675,0.1
1974,6,5.877272727272726,0.045454545454545456
1974,7,5.59047619047619,0.14285714285714285
1974,8,5.504545454545454,0.18181818181818182
1974,9,5.915384615384617,0.15384615384615385
1974,10,5.239393939393938,0.24242424242424243
1974,11,6.132,0.16
1974,12,6.291666666666668,0.1111111111111111
1975,1,4.987234042553192,0.1702127659574468
1975,2,4.5608695652173905,0.043478260869565216
1975,3,5.793333333333333,0.16666666666666666
1975,4,5.372222222222222,0.2222222222222222
1975,5,5.292857142857143,0.07142857142857142
1975,6,6.157692307692306,0.19230769230769232
1975,7,6.2749999999999995,0.1875
1975,8,5.812,0.16
1975,9,5.9190476190476184,0.0
1975,10,5.209090909090909,0.12121212121212122
1975,11,6.165000000000001,0.05
1975,12,4.845454545454546,0.06060606060606061
1976,1,4.7129032258064525,0.06451612903225806
1976,2,5.788235294117648,0.17647058823529413
1976,3,5.744827586206896,0.10344827586206896
1976,4,6.482142857142857,0.10714285714285714
1976,5,5.230769230769232,0.23076923076923078
1976,6,5.713043478260871,0.08695652173913043
1976,7,5.227272727272727,0.13636363636363635
1976,8,6.2562500000000005,0.0625
1976,9,6.229166666666667,0.16666666666666666
1976,10,5.932258064516129,0.16129032258064516
1976,11,6.286206896551724,0.20689655172413793
1976,12,5.432432432432434,0.08108108108108109
1977,1,5.9363636363636365,0.11363636363636363
1977,2,5.488235294117646,0.23529411764705882
1977,3,6.20909090909091,0.13636363636363635
1977,4,5.777272727272727,0.18181818181818182
1977,5,5.953333333333333,0.26666666666666666
1977,6,6.017142857142859,0.14285714285714285
1977,7,5.958333333333332,0.25
1977,8,6.300000000000001,0.2727272727272727
1977,9,4.664285714285714,0.07142857142857142
1977,10,5.8062499999999995,0.09375
1977,11,5.518181818181818,0.09090909090909091
1977,12,5.890625000000001,0.03125
1978,1,5.66,0.13333333333333333
1978,2,5.0875,0.041666666666666664
1978,3,6.192857142857143,0.17857142857142858
1978,4,6.069565217391306,0.13043478260869565
1978,5,5.857692307692307,0.19230769230769232
1978,6,5.625,0.25
1978,7,5.7043478260869565,0.2608695652173913
1978,8,5.43125,0.1875
1978,9,5.671428571428572,0.09523809523809523
1978,10,5.847058823529411,0.20588235294117646
1978,11,5.48695652173913,0.21739130434782608
1978,12,4.644827586206896,0.034482758620689655
1979,1,5.132499999999999,0.15
1979,2,5.76875,0.0625
1979,3,4.9750000000000005,0.125
1979,4,5.606896551724139,0.13793103448275862
1979,5,5.8500000000000005,0.15384615384615385
1979,6,5.314285714285716,0.14285714285714285
1979,7,5.8999999999999995,0.14285714285714285
1979,8,5.7250000000000005,0.07142857142857142
1979,9,5.827777777777779,0.05555555555555555
1979,10,6.046666666666667,0.06666666666666667
1979,11,5.555555555555555,0.2222222222222222
1979,12,5.644444444444446,0.05555555555555555
1980,1,5.934375000000001,0.0625
1980,2,5.349999999999999,0.23333333333333334
1980,3,5.870000000000001,0.2
1980,4,6.042857142857143,0.35714285714285715
1980,5,5.574999999999999,0.16666666666666666
1980,6,5.667999999999999,0.08
1980,7,6.081818181818182,0.13636363636363635
1980,8,4.75909090909091,0.36363636363636365
1980,9,5.993023255813955,0.18604651162790697
1980,10,6.175862068965518,0.20689655172413793
1980,11,5.458064516129032,0.1935483870967742
1980,12,5.596875,0.15625
1981,1,5.0600000000000005,0.2727272727272727
1981,2,5.694117647058823,0.17647058823529413
1981,3,6.161538461538462,0.15384615384615385
1981,4,6.111538461538462,0.4230769230769231
1981,5,5.915384615384617,0.3076923076923077
1981,6,6.055,0.25
1981,7,5.883333333333333,0.16666666666666666
1981,8,5.928,0.28
1981,9,5.675,0.0625
1981,10,5.784615384615386,0.3333333333333333
1981,11,5.777777777777777,0.2222222222222222
1981,12,5.896969696969696,0.06060606060606061
1982,1,5.837254901960784,0.13725490196078433
1982,2,6.447368421052633,0.10526315789473684
1982,3,5.612,0.12
1982,4,5.6000000000000005,0.17857142857142858
1982,5,5.854166666666667,0.2916666666666667
1982,6,6.403571428571428,0.14285714285714285
1982,7,5.7727272727272725,0.13636363636363635
1982,8,5.786363636363638,0.2727272727272727
1982,9,5.3599999999999985,0.28
1982,10,5.572222222222223,0.16666666666666666
1982,11,5.506896551724139,0.27586206896551724
1982,12,5.917647058823531,0.08823529411764706
1983,1,6.020454545454545,0.09090909090909091
1983,2,6.080769230769231,0.11538461538461539
1983,3,5.841935483870969,0.22580645161290322
1983,4,5.827272727272727,0.09090909090909091
1983,5,6.091666666666666,0.08333333333333333
1983,6,5.452173913043479,0.21739130434782608
1983,7,5.576190476190477,0.09523809523809523
1983,8,5.509375,0.125
1983,9,5.839130434782609,0.17391304347826086
1983,10,6.339999999999999,0.1
1983,11,5.213043478260869,0.17391304347826086
1983,12,5.938235294117647,0.20588235294117646
1984,1,5.397297297297299,0.16216216216216217
1984,2,5.822222222222224,0.1111111111111111
1984,3,5.408695652173912,0.13043478260869565
1984,4,5.881818181818182,0.13636363636363635
1984,5,6.072,0.12
1984,6,5.575862068965518,0.10344827586206896
1984,7,5.259090909090909,0.13636363636363635
1984,8,5.3515151515151524,0.18181818181818182
1984,9,6.172727272727273,0.12121212121212122
1984,10,5.929411764705883,0.14705882352941177
1984,11,5.678787878787878,0.18181818181818182
1984,12,6.196774193548387,0.12903225806451613
1985,1,5.872340425531915,0.2127659574468085
1985,2,6.404347826086957,0.043478260869565216
1985,3,5.513333333333334,0.1
1985,4,5.574999999999999,0.1
1985,5,5.84074074074074,0.1111111111111111
1985,6,6.175000000000001,0.08333333333333333
1985,7,5.945454545454546,0.13636363636363635
1985,8,5.714285714285716,0.14285714285714285
1985,9,5.466666666666668,0.07407407407407407
1985,10,5.674285714285714,0.2
1985,11,5.377777777777777,0.19444444444444445
1985,12,6.483870967741937,0.0967741935483871
1986,1,5.545454545454546,0.12727272727272726
1986,2,5.828571428571429,0.19047619047619047
1986,3,5.886666666666667,0.16666666666666666
1986,4,5.3,0.09090909090909091
1986,5,5.321212121212121,0.18181818181818182
1986,6,5.523076923076923,0.07692307692307693
1986,7,5.683333333333334,0.2777777777777778
1986,8,5.8625,0.2
1986,9,6.003846153846154,0.11538461538461539
1986,10,5.632000000000001,0.2
1986,11,5.196774193548387,0.12903225806451613
1986,12,4.8764705882352954,0.11764705882352941
1987,1,5.092537313432836,0.16417910447761194
1987,2,5.251612903225806,0.0967741935483871
1987,3,5.333333333333333,0.2222222222222222
1987,4,5.3625,0.2916666666666667
1987,5,5.7029411764705875,0.20588235294117646
1987,6,5.925925925925927,0.25925925925925924
1987,7,5.589285714285715,0.14285714285714285
1987,8,5.85135135135135,0.05405405405405406
1987,9,5.7846153846153845,0.1794871794871795
1987,10,5.655,0.175
1987,11,5.415000000000001,0.125
1987,12,6.075675675675675,0.08108108108108109
1988,1,5.365671641791046,0.19402985074626866
1988,2,5.586666666666667,0.1
1988,3,5.446428571428571,0.07142857142857142
1988,4,5.98125,0.375
1988,5,5.35263157894737,0.34210526315789475
1988,6,5.999999999999999,0.21428571428571427
1988,7,5.5137931034482754,0.13793103448275862
1988,8,6.0612903225806445,0.16129032258064516
1988,9,5.891666666666668,0.22916666666666666
1988,10,5.822222222222222,0.2222222222222222
1988,11,5.935714285714284,0.2857142857142857
1988,12,5.517021276595746,0.1276595744680851
1989,1,5.558571428571429,0.3
1989,2,5.620000000000001,0.26666666666666666
1989,3,5.503571428571428,0.17857142857142858
1989,4,5.3052631578947365,0.18421052631578946
1989,5,5.830303030303031,0.2727272727272727
1989,6,5.9,0.13636363636363635
1989,7,6.095454545454547,0.18181818181818182
1989,8,5.715999999999999,0.16
1989,9,5.738888888888889,0.08333333333333333
1989,10,5.814634146341464,0.12195121951219512
1989,11,5.483870967741937,0.2903225806451613
1989,12,6.194285714285714,0.17142857142857143
1990,1,5.217857142857143,0.2857142857142857
1990,2,5.113888888888889,0.1388888888888889
1990,3,5.836363636363637,0.15151515151515152
1990,4,5.465217391304348,0.17391304347826086
1990,5,5.6499999999999995,0.21875
1990,6,5.814285714285715,0.09523809523809523
1990,7,5.5,0.25
1990,8,5.622222222222223,0.19444444444444445
1990,9,5.987234042553191,0.1276595744680851
1990,10,5.547058823529411,0.23529411764705882
1990,11,5.984375000000001,0.21875
1990,12,5.6322580645161295,0.0967741935483871
1991,1,4.711320754716982,0.18867924528301888
1991,2,5.654166666666668,0.041666666666666664
1991,3,5.721875000000001,0.03125
1991,4,5.800000000000001,0.05555555555555555
1991,5,5.7738095238095255,0.14285714285714285
1991,6,5.864999999999999,0.1
1991,7,5.706666666666667,0.06666666666666667
1991,8,5.65,0.1
1991,9,5.60888888888889,0.13333333333333333
1991,10,6.060526315789474,0.07894736842105263
1991,11,5.678378378378378,0.13513513513513514
1991,12,5.676470588235294,0.14705882352941177
1992,1,4.491803278688525,0.13114754098360656
1992,2,5.773913043478261,0.13043478260869565
1992,3,5.596969696969697,0.12121212121212122
1992,4,5.534285714285716,0.05714285714285714
1992,5,5.9264705882352935,0.23529411764705882
1992,6,5.722222222222222,0.05555555555555555
1992,7,5.7370370370370365,0.07407407407407407
1992,8,5.675,0.15625
1992,9,6.308620689655172,0.05172413793103448
1992,10,5.846153846153846,0.07692307692307693
1992,11,5.836363636363637,0.13636363636363635
1992,12,6.047619047619048,0.0
1993,1,5.6754385964912295,0.12280701754385964
1993,2,5.51851851851852,0.037037037037037035
1993,3,5.8374999999999995,0.125
1993,4,5.565000000000001,0.075
1993,5,6.022222222222222,0.1388888888888889
1993,6,5.7703703703703715,0.037037037037037035
1993,7,5.688000000000001,0.04
1993,8,5.491428571428571,0.11428571428571428
1993,9,5.606250000000003,0.09375
1993,10,5.483720930232559,0.09302325581395349
1993,11,5.205405405405407,0.13513513513513514
1993,12,6.293023255813953,0.046511627906976744
1994,1,5.333802816901409,0.056338028169014086
1994,2,5.980555555555556,0.08333333333333333
1994,3,5.494444444444444,0.05555555555555555
1994,4,4.959999999999999,0.11428571428571428
1994,5,5.717499999999999,0.075
1994,6,5.6241379310344835,0.034482758620689655
1994,7,5.725,0.08333333333333333
1994,8,5.200000000000001,0.07142857142857142
1994,9,6.153333333333333,0.03333333333333333
1994,10,5.638095238095238,0.11904761904761904
1994,11,5.715384615384615,0.07692307692307693
1994,12,5.768085106382978,0.0851063829787234
1995,1,5.620289855072464,0.17391304347826086
1995,2,5.585714285714287,0.03571428571428571
1995,3,6.213513513513515,0.05405405405405406
1995,4,5.7883720930232565,0.09302325581395349
1995,5,5.594117647058825,0.09803921568627451
1995,6,5.8,0.0
1995,7,5.904000000000001,0.12
1995,8,5.651162790697675,0.046511627906976744
1995,9,5.706493506493506,0.07792207792207792
1995,10,6.023529411764705,0.13725490196078433
1995,11,5.402380952380951,0.09523809523809523
1995,12,6.119999999999999,0.04
1996,1,5.2514705882352954,0.11764705882352941
1996,2,5.756097560975611,0.07317073170731707
1996,3,5.576744186046513,0.046511627906976744
1996,4,5.4,0.07894736842105263
1996,5,5.940816326530613,0.04081632653061224
1996,6,5.820512820512819,0.02564102564102564
1996,7,5.726086956521739,0.043478260869565216
1996,8,5.560784313725491,0.058823529411764705
1996,9,5.6078125000000005,0.046875
1996,10,5.2196969696969715,0.13636363636363635
1996,11,5.290909090909092,0.03636363636363636
1996,12,5.389285714285715,0.05357142857142857
1997,1,5.134782608695652,0.08695652173913043
1997,2,5.308571428571428,0.02857142857142857
1997,3,5.347727272727272,0.045454545454545456
1997,4,5.873809523809525,0.047619047619047616
1997,5,5.538775510204081,0.08163265306122448
1997,6,6.051612903225808,0.0
1997,7,5.628205128205129,0.07692307692307693
1997,8,5.908928571428574,0.07142857142857142
1997,9,5.81060606060606,0.045454545454545456
1997,10,5.627118644067797,0.05084745762711865
1997,11,5.863043478260872,0.10869565217391304
1997,12,5.762745098039216,0.0392156862745098
1998,1,5.098148148148147,0.10185185185185185
1998,2,6.043750000000002,0.0
1998,3,5.580000000000001,0.044444444444444446
1998,4,5.49,0.08
1998,5,5.684313725490196,0.058823529411764705
1998,6,5.841666666666668,0.05555555555555555
1998,7,5.8,0.07894736842105263
1998,8,5.36851851851852,0.07407407407407407
1998,9,6.12528735632184,0.05747126436781609
1998,10,5.984126984126985,0.06349206349206349
1998,11,5.562264150943395,0.05660377358490566
1998,12,5.862264150943397,0.09433962264150944
1999,1,4.925,0.07291666666666667
1999,2,5.928571428571429,0.047619047619047616
1999,3,5.706382978723404,0.0851063829787234
1999,4,5.951063829787234,0.06382978723404255
1999,5,5.497560975609756,0.024390243902439025
1999,6,5.677142857142857,0.05714285714285714
1999,7,5.595121951219513,0.14634146341463414
1999,8,6.159183673469389,0.14285714285714285
1999,9,6.02875,0.075
1999,10,5.525974025974028,0.12987012987012986
1999,11,5.910714285714289,0.07142857142857142
1999,12,5.686666666666667,0.03333333333333333
2000,1,5.410784313725491,0.08823529411764706
2000,2,5.3826086956521735,0.17391304347826086
2000,3,5.466101694915253,0.0847457627118644
2000,4,5.549019607843136,0.0392156862745098
2000,5,6.054098360655738,0.06557377049180328
2000,6,5.226530612244899,0.04081632653061224
2000,7,5.578378378378377,0.02702702702702703
2000,8,5.632142857142857,0.14285714285714285
2000,9,5.920430107526882,0.07526881720430108
2000,10,5.531506849315068,0.1917808219178082
2000,11,5.525641025641025,0.05128205128205128
2000,12,5.535000000000001,0.06666666666666667
2001,1,5.345578231292516,0.06802721088435375
2001,2,5.8025,0.125
2001,3,5.701612903225806,0.03225806451612903
2001,4,5.200000000000001,0.09615384615384616
2001,5,6.04054054054054,0.02702702702702703
2001,6,5.249999999999999,0.06
2001,7,6.048648648648649,0.16216216216216217
2001,8,5.833846153846156,0.1076923076923077
2001,9,6.039795918367348,0.05102040816326531
2001,10,5.630120481927712,0.18072289156626506
2001,11,5.783333333333334,0.030303030303030304
2001,12,5.9709677419354845,0.04838709677419355
2002,1,5.577922077922077,0.11038961038961038
2002,2,5.664,0.08
2002,3,5.5359375,0.0625
2002,4,5.41875,0.041666666666666664
2002,5,5.835294117647058,0.04411764705882353
2002,6,5.161290322580644,0.04838709677419355
2002,7,5.60888888888889,0.15555555555555556
2002,8,5.370588235294117,0.0392156862745098
2002,9,5.924444444444446,0.03333333333333333
2002,10,5.717777777777777,0.15555555555555556
2002,11,5.81818181818182,0.10606060606060606
2002,12,5.953125000000002,0.03125
2003,1,5.627559055118111,0.05511811023622047
2003,2,5.622000000000001,0.06
2003,3,5.386440677966102,0.11864406779661017
2003,4,5.659375,0.140625
2003,5,5.843835616438358,0.0547945205479452
2003,6,5.620754716981133,0.09433962264150944
2003,7,5.014285714285715,0.14285714285714285
2003,8,5.786666666666667,0.12
2003,9,5.914583333333332,0.041666666666666664
2003,10,5.932467532467532,0.09090909090909091
2003,11,5.834545454545455,0.09090909090909091
2003,12,5.68166666666667,0.08333333333333333
2004,1,5.625949367088608,0.08860759493670886
2004,2,5.728125000000001,0.109375
2004,3,5.727692307692308,0.07692307692307693
2004,4,5.731343283582089,0.13432835820895522
2004,5,5.792307692307691,0.08974358974358974
2004,6,5.542857142857143,0.08928571428571429
2004,7,5.7860000000000005,0.1
2004,8,5.67741935483871,0.14516129032258066
2004,9,5.929661016949153,0.07627118644067797
2004,10,5.809411764705882,0.2
2004,11,5.621621621621623,0.06756756756756757
2004,12,5.8999999999999995,0.05970149253731343
2005,1,5.567630057803467,0.11560693641618497
2005,2,5.758928571428572,0.08928571428571429
2005,3,5.523749999999998,0.1625
2005,4,5.243037974683545,0.06329113924050633
2005,5,5.920930232558141,0.12790697674418605
2005,6,5.307792207792206,0.12987012987012986
2005,7,5.515384615384615,0.13846153846153847
2005,8,5.693939393939394,0.12121212121212122
2005,9,5.996350364963503,0.06569343065693431
2005,10,5.727586206896553,0.1724137931034483
2005,11,5.854216867469881,0.04819277108433735
2005,12,5.835999999999999,0.05333333333333334
2006,1,5.483229813664596,0.14906832298136646
2006,2,5.6890624999999995,0.09375
2006,3,5.602830188679244,0.10377358490566038
2006,4,5.793406593406594,0.08791208791208792
2006,5,5.983783783783784,0.13513513513513514
2006,6,5.472277227722773,0.1485148514851485
2006,7,5.691935483870969,0.12903225806451613
2006,8,5.717045454545457,0.125
2006,9,6.051298701298697,0.11688311688311688
2006,10,5.618181818181817,0.15151515151515152
2006,11,5.4478723404255325,0.10638297872340426
2006,12,5.714444444444445,0.1
2007,1,5.49109947643979,0.1256544502617801
2007,2,5.724137931034485,0.13793103448275862
2007,3,5.747191011235956,0.16853932584269662
2007,4,5.211235955056178,0.19101123595505617
2007,5,5.667021276595744,0.13829787234042554
2007,6,5.653846153846154,0.13186813186813187
2007,7,5.858208955223882,0.19402985074626866
2007,8,5.9255555555555555,0.1111111111111111
2007,9,5.896835443037971,0.0759493670886076
2007,10,5.425641025641026,0.1794871794871795
2007,11,5.838144329896907,0.10309278350515463
2007,12,6.00493827160494,0.12345679012345678
2008,1,5.488986784140964,0.15418502202643172
2008,2,5.489423076923076,0.11538461538461539
2008,3,5.200000000000001,0.12087912087912088
2008,4,5.270731707317072,0.15853658536585366
2008,5,5.788888888888888,0.1388888888888889
2008,6,5.45925925925926,0.07407407407407407
2008,7,5.756666666666667,0.15555555555555556
2008,8,5.610655737704919,0.16393442622950818
2008,9,5.883116883116882,0.11038961038961038
2008,10,5.670909090909088,0.17575757575757575
2008,11,5.8443396226415105,0.07547169811320754
2008,12,5.900000000000002,0.04716981132075472
2009,1,5.430875576036862,0.1382488479262673
2009,2,5.690000000000001,0.175
2009,3,5.674545454545454,0.1
2009,4,5.494354838709677,0.11290322580645161
2009,5,5.768367346938774,0.12244897959183673
2009,6,5.378651685393257,0.0898876404494382
2009,7,5.635135135135134,0.13513513513513514
2009,8,5.764485981308411,0.14953271028037382
2009,9,5.74224598930481,0.11764705882352941
2009,10,5.567777777777776,0.13333333333333333
2009,11,5.693382352941176,0.07352941176470588
2009,12,5.685714285714284,0.06593406593406594
2010,1,5.501273885350313,0.17197452229299362
2010,2,5.550980392156862,0.08823529411764706
2010,3,5.8826086956521735,0.07608695652173914
2010,4,5.754,0.08
2010,5,5.701626016260163,0.08130081300813008
2010,6,6.077064220183488,0.10091743119266056
2010,7,5.65,0.1125
2010,8,5.795098039215689,0.18627450980392157
2010,9,5.935882352941176,0.11176470588235295
2010,10,5.631770833333334,0.19791666666666666
2010,11,5.725000000000001,0.07142857142857142
2010,12,5.966336633663368,0.0891089108910891
2011,1,5.371724137931029,0.1310344827586207
2011,2,5.811428571428566,0.06666666666666667
2011,3,5.722307692307694,0.09230769230769231
2011,4,5.801470588235293,0.0661764705882353
2011,5,5.856666666666668,0.1111111111111111
2011,6,5.675490196078431,0.09803921568627451
2011,7,5.669696969696968,0.09090909090909091
2011,8,5.988775510204083,0.14285714285714285
2011,9,5.794117647058821,0.10504201680672269
2011,10,5.575842696629212,0.17415730337078653
2011,11,5.835151515151513,0.04242424242424243
2011,12,5.657657657657658,0.0990990990990991
2012,1,5.524242424242421,0.09848484848484848
2012,2,5.649999999999999,0.09375
2012,3,5.512499999999997,0.09210526315789473
2012,4,5.670909090909092,0.10909090909090909
2012,5,5.704545454545453,0.18181818181818182
2012,6,5.550000000000001,0.10344827586206896
2012,7,5.551807228915662,0.10843373493975904
2012,8,5.755319148936172,0.1276595744680851
2012,9,5.918552036199096,0.1085972850678733
2012,10,5.626815642458098,0.17318435754189945
2012,11,5.732484076433121,0.08280254777070063
2012,12,5.650485436893205,0.04854368932038835
2013,1,5.591891891891892,0.10810810810810811
2013,2,5.606034482758618,0.07758620689655173
2013,3,5.587417218543044,0.0728476821192053
2013,4,5.711612903225805,0.07096774193548387
2013,5,5.646551724137929,0.14655172413793102
2013,6,5.719354838709678,0.10483870967741936
2013,7,5.76806722689076,0.07563025210084033
2013,8,6.023188405797103,0.14492753623188406
2013,9,5.888839285714284,0.12946428571428573
2013,10,6.0057777777777765,0.1511111111111111
2013,11,6.145394736842105,0.039473684210526314
2013,12,5.993798449612398,0.05426356589147287
2014,1,5.766442953020134,0.09395973154362416
2014,2,5.611199999999999,0.08
2014,3,5.59254658385093,0.07453416149068323
2014,4,5.6724489795918345,0.09693877551020408
2014,5,5.911194029850746,0.07462686567164178
2014,6,5.666929133858268,0.08661417322834646
2014,7,5.68611111111111,0.12962962962962962
2014,8,5.759036144578312,0.18674698795180722
2014,9,5.672033898305085,0.13559322033898305
2014,10,5.662393162393162,0.1794871794871795
2014,11,5.7145985401459845,0.058394160583941604
2014,12,5.709401709401709,0.05982905982905983
2015,1,5.781595092024538,0.0736196319018405
2015,2,5.608633093525177,0.14388489208633093
2015,3,5.6993548387096755,0.11612903225806452
2015,4,5.793975903614454,0.060240963855421686
2015,5,5.798507462686567,0.1417910447761194
2015,6,5.872602739726027,0.11643835616438356
2015,7,5.675206611570249,0.18181818181818182
2015,8,5.834838709677417,0.2064516129032258
2015,9,5.9609375,0.08854166666666667
2015,10,5.7077981651376115,0.23853211009174313
2015,11,6.0211538461538465,0.10256410256410256
2015,12,5.940540540540541,0.04504504504504504
2016,1,5.669064748201439,0.07913669064748201
2016,2,5.867199999999999,0.08
2016,3,5.956834532374098,0.10071942446043165
2016,4,5.909433962264151,0.12578616352201258
2016,5,5.728828828828828,0.10810810810810811
2016,6,5.914912280701752,0.10526315789473684
2016,7,5.65204081632653,0.15306122448979592
2016,8,5.487500000000002,0.15178571428571427
2016,9,6.205988023952095,0.10179640718562874
2016,10,6.067058823529409,0.17647058823529413
2016,11,5.997599999999999,0.056
2016,12,5.8010101010101005,0.09090909090909091
2017,1,5.897701149425289,0.05747126436781609
2017,2,6.03943661971831,0.14084507042253522
2017,3,6.0139784946236565,0.06451612903225806
2017,4,6.255844155844158,0.09090909090909091
2017,5,6.0369230769230775,0.09230769230769231
2017,6,6.0661538461538465,0.09230769230769231
2017,7,6.036363636363636,0.12121212121212122
2017,8,6.411111111111111,0.05555555555555555
2017,9,4.725,0.25
2017,10,0.0,0.0
2017,11,0.0,0.0
2017,12,0.0,0.0
2018,3,0.0,0.0
2018,4,0.0,0.0
2018,11,0.0,0.0
2018,12,0.0,0.0
2020,12,0.0,0.0
